"Município";"Cirúrgicos";"Clínicos";"Obstétrico";"Pediátrico";"Outras Especialidades";"Hospital/DIA";"Total"
"314010 Marilac";-;-;-;-;-;-;-
"314015 Mário Campos";-;-;-;-;-;-;-
"314020 Maripá de Minas";-;-;-;-;-;-;-
"314030 Marliéria";-;-;-;-;-;-;-
"314040 Marmelópolis";-;-;-;-;-;-;-
"314050 Martinho Campos";-;-;-;-;-;-;-
"314053 Martins Soares";-;-;-;-;-;-;-
"314055 Mata Verde";-;-;-;-;-;-;-
"314060 Materlândia";-;-;-;-;-;-;-
"314070 Mateus Leme";-;13;-;-;-;-;13
"317150 Mathias Lobato";-;-;-;-;-;-;-
"314080 Matias Barbosa";-;-;-;-;-;-;-
"314085 Matias Cardoso";-;-;-;-;-;-;-
"314090 Matipó";-;2;-;-;-;-;2
"314100 Mato Verde";-;-;-;-;-;-;-
"314110 Matozinhos";6;3;2;3;-;-;14
"314120 Matutina";-;-;-;-;-;-;-
"314130 Medeiros";-;-;-;-;-;-;-
"314140 Medina";1;1;-;1;-;-;3
"314150 Mendes Pimentel";-;-;-;-;-;-;-
"314160 Mercês";1;4;1;1;-;-;7
"314170 Mesquita";-;-;-;-;-;-;-
"314180 Minas Novas";-;7;4;8;-;-;19
"314190 Minduri";2;2;3;-;-;-;7
"314200 Mirabela";-;-;-;-;-;-;-
"314210 Miradouro";-;-;-;-;-;-;-
"314220 Miraí";-;4;4;4;-;-;12
"314225 Miravânia";-;-;-;-;-;-;-
"314230 Moeda";-;-;-;-;-;-;-
"314240 Moema";-;1;-;-;-;-;1
"314250 Monjolos";-;-;-;-;-;-;-
"314260 Monsenhor Paulo";-;-;-;-;-;-;-
"314270 Montalvânia";-;-;-;-;-;-;-
"314280 Monte Alegre de Minas";1;2;1;-;-;-;4
"314290 Monte Azul";-;2;-;-;-;-;2
"314300 Monte Belo";-;3;-;2;-;-;5
"314310 Monte Carmelo";12;10;5;1;-;-;28
"314315 Monte Formoso";-;-;-;-;-;-;-
"314320 Monte Santo de Minas";1;11;5;5;-;-;22
"314340 Monte Sião";-;-;-;-;-;-;-
"314330 Montes Claros";130;71;31;12;1;16;261
"314345 Montezuma";-;-;-;-;-;-;-
"314350 Morada Nova de Minas";-;1;-;-;-;-;1
"314360 Morro da Garça";-;-;-;-;-;-;-
"314370 Morro do Pilar";-;-;-;-;-;-;-
"314380 Munhoz";-;-;-;-;-;-;-
"314390 Muriaé";62;123;20;21;-;-;226
"314400 Mutum";1;2;1;-;-;-;4
"314410 Muzambinho";3;12;5;3;-;-;23
"314420 Nacip Raydan";-;-;-;-;-;-;-
"314430 Nanuque";6;13;3;3;-;-;25
"314435 Naque";-;-;-;-;-;-;-
"314437 Natalândia";-;-;-;-;-;-;-
"314440 Natércia";-;-;-;-;-;-;-
"314450 Nazareno";-;-;-;-;-;-;-
"314460 Nepomuceno";1;2;2;1;-;-;6
"314465 Ninheira";-;-;-;-;-;-;-
"314467 Nova Belém";-;-;-;-;-;-;-
"314470 Nova Era";2;8;-;3;-;-;13
"314480 Nova Lima";36;58;48;20;6;9;177
"314490 Nova Módica";-;-;-;-;-;-;-
"314500 Nova Ponte";-;-;-;-;-;-;-
"314505 Nova Porteirinha";-;-;-;-;-;-;-
"314510 Nova Resende";-;-;-;-;-;-;-
"314520 Nova Serrana";4;8;4;-;-;-;16
"313660 Nova União";-;-;-;-;-;-;-
"314530 Novo Cruzeiro";-;-;-;-;-;-;-
"314535 Novo Oriente de Minas";-;-;-;-;-;-;-
"314537 Novorizonte";-;-;-;-;-;-;-
"314540 Olaria";-;-;-;-;-;-;-
"314545 Olhos-d'Água";-;-;-;-;-;-;-
"314550 Olímpio Noronha";-;-;-;-;-;-;-
"314560 Oliveira";-;15;-;-;-;-;15
"314570 Oliveira Fortes";-;-;-;-;-;-;-
"314580 Onça de Pitangui";-;-;-;-;-;-;-
"314585 Oratórios";-;-;-;-;-;-;-
"314587 Orizânia";-;-;-;-;-;-;-
"314590 Ouro Branco";29;5;13;5;-;-;52
"314600 Ouro Fino";7;3;3;1;-;-;14
"314610 Ouro Preto";3;18;8;2;-;6;37
"314620 Ouro Verde de Minas";-;-;-;-;-;-;-
"314625 Padre Carvalho";-;-;-;-;-;-;-
"314630 Padre Paraíso";-;-;-;-;-;-;-
"314655 Pai Pedro";-;-;-;-;-;-;-
"314640 Paineiras";-;-;-;-;-;-;-
"314650 Pains";-;-;-;-;-;-;-
"314660 Paiva";-;-;-;-;-;-;-
"314670 Palma";-;6;-;-;-;-;6
"314675 Palmópolis";-;-;-;-;-;-;-
"314690 Papagaios";-;-;-;-;-;-;-
"314710 Pará de Minas";18;11;10;6;-;2;47
"314700 Paracatu";-;-;-;-;-;-;-
"314720 Paraguaçu";-;2;-;1;-;-;3
"314730 Paraisópolis";-;-;2;1;-;-;3
"314740 Paraopeba";-;-;-;-;-;-;-
"314760 Passa Quatro";7;7;3;3;-;-;20
"314770 Passa Tempo";-;4;-;-;-;-;4
"314780 Passa-Vinte";-;-;-;-;-;-;-
"314750 Passabém";-;1;1;-;-;-;2
"314790 Passos";39;59;17;21;15;-;151
"314795 Patis";-;-;-;-;-;-;-
"314800 Patos de Minas";96;57;9;3;-;-;165
"314810 Patrocínio";20;29;8;8;4;4;73
"314820 Patrocínio do Muriaé";-;-;-;-;-;-;-
"314830 Paula Cândido";-;-;-;-;-;-;-
"314840 Paulistas";-;-;-;-;-;-;-
"314850 Pavão";-;-;-;-;-;-;-
"314860 Peçanha";-;-;-;-;-;-;-
"314870 Pedra Azul";2;4;2;1;-;-;9
"314875 Pedra Bonita";-;-;-;-;-;-;-
"314880 Pedra do Anta";-;-;-;-;-;-;-
"314890 Pedra do Indaiá";-;-;-;-;-;-;-
"314900 Pedra Dourada";-;-;-;-;-;-;-
"314910 Pedralva";-;1;-;-;-;-;1
"314915 Pedras de Maria da Cruz";-;-;-;-;-;-;-
"314920 Pedrinópolis";-;-;-;-;-;-;-
"314930 Pedro Leopoldo";4;-;7;1;-;-;12
"314940 Pedro Teixeira";-;-;-;-;-;-;-
"314950 Pequeri";-;-;-;-;-;-;-
"314960 Pequi";-;-;-;-;-;-;-
"314970 Perdigão";-;-;-;-;-;-;-
"314980 Perdizes";1;1;-;-;-;-;2
"314990 Perdões";2;4;3;5;-;-;14
"314995 Periquito";-;-;-;-;-;-;-
"315000 Pescador";-;-;-;-;-;-;-
"315010 Piau";-;-;-;-;-;-;-
"315015 Piedade de Caratinga";-;-;-;-;-;-;-
"315020 Piedade de Ponte Nova";-;-;-;-;-;-;-
"315030 Piedade do Rio Grande";-;-;-;-;-;-;-
"315040 Piedade dos Gerais";-;-;-;-;-;-;-
"315050 Pimenta";-;-;-;-;-;-;-
"315053 Pingo-d'Água";-;-;-;-;-;-;-
"315057 Pintópolis";-;-;-;-;-;-;-
"315060 Piracema";-;-;-;-;-;-;-
"315070 Pirajuba";-;-;-;-;-;-;-
"315080 Piranga";-;-;-;-;-;-;-
"315090 Piranguçu";-;-;-;-;-;-;-
"315100 Piranguinho";-;-;-;-;-;-;-
"315110 Pirapetinga";-;-;-;-;-;-;-
"315120 Pirapora";14;11;13;11;-;-;49
"315130 Piraúba";-;-;-;-;-;-;-
"315140 Pitangui";1;10;4;5;-;-;20
"315150 Piumhi";11;13;6;6;-;-;36
"315160 Planura";-;-;-;-;-;-;-
"315170 Poço Fundo";3;14;3;-;-;-;20
"315180 Poços de Caldas";118;107;20;20;8;11;284
"315190 Pocrane";-;-;-;-;-;-;-
"315200 Pompéu";2;3;1;1;-;-;7
"315210 Ponte Nova";21;25;6;4;-;-;56
"315213 Ponto Chique";-;-;-;-;-;-;-
"315217 Ponto dos Volantes";-;-;-;-;-;-;-
"315220 Porteirinha";1;3;2;1;-;-;7
"315230 Porto Firme";-;-;-;-;-;-;-
"315240 Poté";-;1;-;-;-;-;1
"315250 Pouso Alegre";64;65;15;4;-;11;159
"315260 Pouso Alto";-;1;-;-;-;-;1
"315270 Prados";-;3;-;-;-;-;3
"315280 Prata";1;2;2;-;-;-;5
"315290 Pratápolis";-;-;-;2;-;-;2
"315300 Pratinha";-;-;-;-;-;-;-
"315310 Presidente Bernardes";-;-;-;-;-;-;-
"315320 Presidente Juscelino";-;-;-;-;-;-;-
"315330 Presidente Kubitschek";-;-;-;-;-;-;-
"315340 Presidente Olegário";-;-;-;-;-;-;-
"315360 Prudente de Morais";-;-;-;-;-;-;-
"315370 Quartel Geral";-;-;-;-;-;-;-
"315380 Queluzito";-;-;-;-;-;-;-
"315390 Raposos";-;-;-;-;-;-;-
"315400 Raul Soares";3;14;5;-;-;-;22
"315410 Recreio";1;1;1;1;-;-;4
"315415 Reduto";-;-;-;-;-;-;-
"315420 Resende Costa";2;6;1;1;-;-;10
"315430 Resplendor";2;3;2;2;-;-;9
"315440 Ressaquinha";-;-;-;-;-;-;-
"315445 Riachinho";-;-;-;-;-;-;-
"315450 Riacho dos Machados";-;-;-;-;-;-;-
"315460 Ribeirão das Neves";-;13;-;-;-;-;13
"315470 Ribeirão Vermelho";-;1;-;-;-;-;1
"315480 Rio Acima";-;-;-;-;-;-;-
"315490 Rio Casca";-;4;5;-;-;-;9
"315510 Rio do Prado";-;-;-;-;-;-;-
"315500 Rio Doce";-;-;-;-;-;-;-
"315520 Rio Espera";-;-;-;-;-;-;-
"315530 Rio Manso";-;-;-;-;-;-;-
"315540 Rio Novo";-;-;-;-;-;-;-
"315550 Rio Paranaíba";-;-;-;-;-;-;-
"315560 Rio Pardo de Minas";-;-;-;-;-;-;-
"315570 Rio Piracicaba";2;2;3;3;-;-;10
"315580 Rio Pomba";4;19;5;1;-;-;29
"315590 Rio Preto";-;3;-;-;-;-;3
"315600 Rio Vermelho";-;-;-;-;-;-;-
"315610 Ritápolis";-;-;-;-;-;-;-
"315620 Rochedo de Minas";-;-;-;-;-;-;-
"315630 Rodeiro";-;-;-;-;-;-;-
"315640 Romaria";-;-;-;-;-;-;-
"315645 Rosário da Limeira";-;-;-;-;-;-;-
"315650 Rubelita";-;-;-;-;-;-;-
"315660 Rubim";-;4;-;-;-;-;4
"315670 Sabará";-;-;-;-;-;-;-
"315680 Sabinópolis";-;6;-;-;-;-;6
"315690 Sacramento";4;10;3;3;-;-;20
"315700 Salinas";11;15;7;3;-;3;39
"315710 Salto da Divisa";-;2;-;-;-;-;2
"315720 Santa Bárbara";2;7;7;1;-;-;17
"315725 Santa Bárbara do Leste";-;-;-;-;-;-;-
"315727 Santa Bárbara do Monte Verde";-;-;-;-;-;-;-
"315730 Santa Bárbara do Tugúrio";-;-;-;-;-;-;-
"315733 Santa Cruz de Minas";-;-;-;-;-;-;-
"315737 Santa Cruz de Salinas";-;-;-;-;-;-;-
"315740 Santa Cruz do Escalvado";-;-;-;-;-;-;-
"315750 Santa Efigênia de Minas";-;-;-;-;-;-;-
"315760 Santa Fé de Minas";-;-;-;-;-;-;-
"315765 Santa Helena de Minas";-;-;-;-;-;-;-
"315770 Santa Juliana";-;-;-;-;-;-;-
"315780 Santa Luzia";-;-;-;-;-;-;-
"315790 Santa Margarida";-;-;-;-;-;-;-
"315800 Santa Maria de Itabira";-;10;-;3;-;-;13
"315810 Santa Maria do Salto";-;-;-;-;-;-;-
"315820 Santa Maria do Suaçuí";2;1;-;-;-;-;3
"315920 Santa Rita de Caldas";-;-;-;-;43;-;43
"315940 Santa Rita de Ibitipoca";-;-;-;-;-;-;-
"315930 Santa Rita de Jacutinga";-;3;-;-;-;-;3
"315935 Santa Rita de Minas";-;-;-;-;-;-;-
"315950 Santa Rita do Itueto";-;-;-;-;-;-;-
"315960 Santa Rita do Sapucaí";9;2;3;-;-;-;14
"315970 Santa Rosa da Serra";-;-;-;-;-;-;-
"315980 Santa Vitória";-;6;1;-;-;-;7
"315830 Santana da Vargem";-;-;-;-;-;-;-
"315840 Santana de Cataguases";-;-;-;-;-;-;-
"315850 Santana de Pirapama";-;-;-;-;-;-;-
"315860 Santana do Deserto";-;-;-;-;-;-;-
"315870 Santana do Garambéu";-;-;-;-;-;-;-
"315880 Santana do Jacaré";-;-;-;-;-;-;-
"315890 Santana do Manhuaçu";-;-;-;-;-;-;-
"315895 Santana do Paraíso";-;-;-;-;-;-;-
"315900 Santana do Riacho";-;-;-;-;-;-;-
"315910 Santana dos Montes";-;-;-;-;-;-;-
"315990 Santo Antônio do Amparo";2;1;-;-;-;-;3
"316000 Santo Antônio do Aventureiro";-;-;-;-;-;-;-
"316010 Santo Antônio do Grama";-;-;-;-;-;-;-
"316020 Santo Antônio do Itambé";-;-;-;-;-;-;-
"316030 Santo Antônio do Jacinto";-;6;2;-;-;-;8
"316040 Santo Antônio do Monte";3;3;2;1;-;-;9
"316045 Santo Antônio do Retiro";-;-;-;-;-;-;-
"316050 Santo Antônio do Rio Abaixo";-;-;-;-;-;-;-
"316060 Santo Hipólito";-;-;-;-;-;-;-
"316070 Santos Dumont";3;11;1;6;-;-;21
"316080 São Bento Abade";-;-;-;-;-;-;-
"316090 São Brás do Suaçuí";-;-;-;-;-;-;-
"316095 São Domingos das Dores";-;-;-;-;-;-;-
"316100 São Domingos do Prata";1;3;1;1;-;-;6
"316105 São Félix de Minas";-;-;-;-;-;-;-
"316110 São Francisco";-;-;-;-;-;-;-
"316120 São Francisco de Paula";-;-;-;-;-;-;-
"316130 São Francisco de Sales";-;-;-;-;-;-;-
"316140 São Francisco do Glória";-;-;-;-;-;-;-
"316150 São Geraldo";-;-;-;-;-;-;-
"316160 São Geraldo da Piedade";-;-;-;-;-;-;-
"316165 São Geraldo do Baixio";-;-;-;-;-;-;-
"316170 São Gonçalo do Abaeté";-;-;-;-;-;-;-
"316180 São Gonçalo do Pará";-;-;-;-;-;-;-
"316190 São Gonçalo do Rio Abaixo";-;-;-;-;-;-;-
"312550 São Gonçalo do Rio Preto";-;-;-;-;-;-;-
"316200 São Gonçalo do Sapucaí";5;6;4;4;-;-;19
"316210 São Gotardo";4;10;2;2;-;-;18
"316220 São João Batista do Glória";-;6;-;-;-;-;6
"316225 São João da Lagoa";-;-;-;-;-;-;-
"316230 São João da Mata";-;-;-;-;-;-;-
"316240 São João da Ponte";-;-;-;-;-;-;-
"316245 São João das Missões";-;-;-;-;-;-;-
"316250 São João del Rei";32;35;9;12;-;-;88
"316255 São João do Manhuaçu";-;-;-;-;-;-;-
"316257 São João do Manteninha";-;-;-;-;-;-;-
"316260 São João do Oriente";-;-;-;-;-;-;-
"316265 São João do Pacuí";-;-;-;-;-;-;-
"316270 São João do Paraíso";-;2;-;-;-;-;2
"316280 São João Evangelista";-;2;-;-;-;-;2
"316290 São João Nepomuceno";2;8;1;1;-;-;12
"316292 São Joaquim de Bicas";-;-;-;-;-;-;-
"316294 São José da Barra";-;-;-;-;-;-;-
"316295 São José da Lapa";-;-;-;-;-;-;-
"316300 São José da Safira";-;-;-;-;-;-;-
"316310 São José da Varginha";-;-;-;-;-;-;-
"316320 São José do Alegre";-;-;-;-;-;-;-
"316330 São José do Divino";-;-;-;-;-;-;-
"316340 São José do Goiabal";-;-;-;-;-;-;-
"316350 São José do Jacuri";-;-;-;-;-;-;-
"316360 São José do Mantimento";-;-;-;-;-;-;-
"316370 São Lourenço";8;6;6;1;-;-;21
"316380 São Miguel do Anta";-;-;-;-;-;-;-
"316390 São Pedro da União";-;-;-;-;-;-;-
"316410 São Pedro do Suaçuí";-;-;-;-;-;-;-
"316400 São Pedro dos Ferros";-;-;-;-;-;-;-
"316420 São Romão";-;-;-;-;-;-;-
"316430 São Roque de Minas";-;6;-;-;-;-;6
"316440 São Sebastião da Bela Vista";-;-;-;-;-;-;-
"316443 São Sebastião da Vargem Alegre";-;-;-;-;-;-;-
"316447 São Sebastião do Anta";-;-;-;-;-;-;-
"316450 São Sebastião do Maranhão";-;-;-;-;-;-;-
"316460 São Sebastião do Oeste";-;-;-;-;-;-;-
"316470 São Sebastião do Paraíso";9;30;2;-;23;5;69
"316480 São Sebastião do Rio Preto";-;-;-;-;-;-;-
"316490 São Sebastião do Rio Verde";-;-;-;-;-;-;-
"316520 São Thomé das Letras";-;-;-;-;-;-;-
"316500 São Tiago";1;12;-;2;-;-;15
"316510 São Tomás de Aquino";-;-;-;1;-;-;1
"316530 São Vicente de Minas";1;4;1;1;-;-;7
"316540 Sapucaí-Mirim";-;-;-;-;-;-;-
"316550 Sardoá";-;-;-;-;-;-;-
"316553 Sarzedo";-;-;-;-;-;-;-
"316556 Sem-Peixe";-;-;-;-;-;-;-
"316557 Senador Amaral";-;-;-;-;-;-;-
"316560 Senador Cortes";-;-;-;-;-;-;-
"316570 Senador Firmino";-;14;-;-;-;-;14
"316580 Senador José Bento";-;-;-;-;-;-;-
"316590 Senador Modestino Gonçalves";-;-;-;-;-;-;-
"316600 Senhora de Oliveira";-;-;-;-;-;-;-
"316610 Senhora do Porto";-;-;-;-;-;-;-
"316620 Senhora dos Remédios";-;-;-;-;-;-;-
"316630 Sericita";-;-;-;-;-;-;-
"316640 Seritinga";-;-;-;-;-;-;-
"316650 Serra Azul de Minas";-;-;-;-;-;-;-
"316660 Serra da Saudade";-;-;-;-;-;-;-
"316680 Serra do Salitre";-;-;-;-;-;-;-
"316670 Serra dos Aimorés";-;-;-;-;-;-;-
"316690 Serrania";-;1;-;-;-;-;1
"316695 Serranópolis de Minas";-;-;-;-;-;-;-
"316700 Serranos";-;-;-;-;-;-;-
"316710 Serro";8;5;2;4;-;-;19
"316720 Sete Lagoas";74;27;12;14;-;-;127
"316555 Setubinha";-;-;-;-;-;-;-
"316730 Silveirânia";-;-;-;-;-;-;-
"316740 Silvianópolis";-;-;-;-;-;-;-
"316750 Simão Pereira";-;-;-;-;-;-;-
"316760 Simonésia";-;-;-;-;-;-;-
"316770 Sobrália";-;-;-;-;-;-;-
"316780 Soledade de Minas";-;-;-;-;-;-;-
"316790 Tabuleiro";-;-;-;-;-;-;-
"316800 Taiobeiras";1;2;3;1;-;-;7
"316805 Taparuba";-;-;-;-;-;-;-
"316810 Tapira";-;-;-;-;-;-;-
"316820 Tapiraí";-;-;-;-;-;-;-
"316830 Taquaraçu de Minas";-;-;-;-;-;-;-
"316840 Tarumirim";-;3;-;-;-;-;3
"316850 Teixeiras";-;-;-;-;-;-;-
"316860 Teófilo Otoni";34;23;5;-;-;-;62
"316870 Timóteo";8;10;5;3;-;-;26
"316880 Tiradentes";-;-;-;-;-;-;-
"316890 Tiros";-;-;-;-;-;-;-
"316900 Tocantins";-;-;-;-;-;-;-
"316905 Tocos do Moji";-;-;-;-;-;-;-
"316910 Toledo";-;-;-;-;-;-;-
"316920 Tombos";4;13;1;2;-;-;20
"316930 Três Corações";9;27;3;2;-;-;41
"316935 Três Marias";3;3;2;1;-;-;9
"316940 Três Pontas";18;23;10;2;-;-;53
"316950 Tumiritinga";-;-;-;-;-;-;-
"316960 Tupaciguara";-;-;-;-;-;-;-
"316970 Turmalina";-;13;1;3;-;-;17
"316980 Turvolândia";-;-;-;-;-;-;-
"316990 Ubá";28;32;19;15;-;-;94
"317000 Ubaí";-;-;-;-;-;-;-
"317005 Ubaporanga";-;2;-;-;-;-;2
"317010 Uberaba";93;83;42;20;40;3;281
"317020 Uberlândia";238;141;41;20;14;11;465
"317030 Umburatiba";-;-;-;-;-;-;-
"317040 Unaí";16;12;10;7;-;-;45
"317043 União de Minas";1;1;-;-;-;-;2
"317047 Uruana de Minas";-;-;-;-;-;-;-
"317050 Urucânia";-;-;-;-;-;-;-
"317052 Urucuia";-;-;-;-;-;-;-
"317057 Vargem Alegre";-;-;-;-;-;-;-
"317060 Vargem Bonita";-;-;-;-;-;-;-
"317065 Vargem Grande do Rio Pardo";-;-;-;-;-;-;-
"317070 Varginha";56;40;21;16;-;8;141
"317075 Varjão de Minas";-;-;-;-;-;-;-
"317080 Várzea da Palma";8;4;8;4;-;-;24
"317090 Varzelândia";-;-;-;-;-;-;-
"317100 Vazante";-;10;3;-;-;-;13
"317103 Verdelândia";-;-;-;-;-;-;-
"317107 Veredinha";-;-;-;-;-;-;-
"317110 Veríssimo";-;-;-;-;-;-;-
"317115 Vermelho Novo";-;-;-;-;-;-;-
"317120 Vespasiano";1;5;3;1;-;-;10
"317130 Viçosa";38;45;8;2;1;-;94
"317140 Vieiras";-;-;-;-;-;-;-
"317160 Virgem da Lapa";-;-;-;-;-;-;-
"317170 Virgínia";-;2;-;-;-;-;2
"317180 Virginópolis";-;1;-;-;-;-;1
"317190 Virgolândia";-;-;-;-;-;-;-
"317200 Visconde do Rio Branco";9;10;7;4;-;-;30
"317210 Volta Grande";-;-;-;-;-;-;-
"317220 Wenceslau Braz";-;-;-;-;-;-;-
"310000 Município ignorado - MG";-;-;-;-;-;-;-
"320010 Afonso Cláudio";1;2;3;-;-;-;6
"320016 Água Doce do Norte";-;-;-;-;-;-;-
"320013 Águia Branca";-;-;-;-;-;-;-
"320020 Alegre";1;3;2;1;-;-;7
"320030 Alfredo Chaves";-;-;-;-;-;-;-
"320035 Alto Rio Novo";-;-;-;-;-;-;-
"320040 Anchieta";2;-;-;-;310;-;312
"320050 Apiacá";-;-;-;-;-;-;-
"320060 Aracruz";7;18;2;1;-;2;30
"320070 Atilio Vivacqua";-;-;-;-;-;-;-
"320080 Baixo Guandu";-;-;-;-;-;-;-
"320090 Barra de São Francisco";3;16;3;3;-;-;25
"320100 Boa Esperança";1;5;1;1;-;-;8
"320110 Bom Jesus do Norte";-;-;-;-;-;-;-
"320115 Brejetuba";-;-;-;-;-;-;-
"320120 Cachoeiro de Itapemirim";66;81;8;10;1;-;166
"320130 Cariacica";80;52;5;4;-;5;146
"320140 Castelo";6;13;3;2;-;-;24
"320150 Colatina";34;93;9;5;-;-;141
"320160 Conceição da Barra";-;-;-;-;-;-;-
"320170 Conceição do Castelo";-;-;-;-;-;-;-
"320180 Divino de São Lourenço";-;-;-;-;-;-;-
"320190 Domingos Martins";-;9;-;-;-;-;9
"320200 Dores do Rio Preto";-;-;-;-;-;-;-
"320210 Ecoporanga";-;10;-;-;-;-;10
"320220 Fundão";-;-;-;-;60;-;60
"320225 Governador Lindenberg";-;-;-;-;-;-;-
"320230 Guaçuí";9;6;-;-;-;-;15
"320240 Guarapari";-;-;-;-;-;-;-
"320245 Ibatiba";-;3;3;3;-;-;9
"320250 Ibiraçu";-;-;-;-;-;-;-
"320255 Ibitirama";-;-;-;-;-;-;-
"320260 Iconha";-;2;-;-;-;-;2
"320265 Irupi";-;-;-;-;-;-;-
"320270 Itaguaçu";-;2;2;-;-;-;4
"320280 Itapemirim";2;4;-;-;-;-;6
"320290 Itarana";-;3;-;-;-;-;3
"320300 Iúna";2;2;5;1;-;-;10
"320305 Jaguaré";-;-;-;-;-;-;-
"320310 Jerônimo Monteiro";-;-;-;-;-;-;-
"320313 João Neiva";4;8;2;4;-;-;18
"320316 Laranja da Terra";-;-;-;-;-;-;-
"320320 Linhares";56;27;5;4;-;11;103
"320330 Mantenópolis";-;-;-;-;-;-;-
"320332 Marataízes";-;-;-;-;94;-;94
"320334 Marechal Floriano";-;-;-;-;-;-;-
"320335 Marilândia";-;-;-;-;-;-;-
"320340 Mimoso do Sul";-;6;-;-;-;-;6
"320350 Montanha";-;1;2;-;-;-;3
"320360 Mucurici";-;-;-;-;-;-;-
"320370 Muniz Freire";-;1;-;-;-;-;1
"320380 Muqui";-;-;4;-;-;-;4
"320390 Nova Venécia";3;4;3;3;-;-;13
"320400 Pancas";-;-;-;-;-;-;-
"320405 Pedro Canário";2;4;-;-;-;-;6
"320410 Pinheiros";-;-;-;-;-;-;-
"320420 Piúma";-;-;-;-;56;-;56
"320425 Ponto Belo";-;-;-;-;-;-;-
"320430 Presidente Kennedy";-;-;-;-;-;-;-
"320435 Rio Bananal";-;-;-;-;-;-;-
"320440 Rio Novo do Sul";-;-;-;-;-;-;-
"320450 Santa Leopoldina";-;-;-;-;-;-;-
"320455 Santa Maria de Jetibá";-;2;-;1;-;-;3
"320460 Santa Teresa";4;2;3;2;-;-;11
"320465 São Domingos do Norte";-;-;-;-;-;-;-
"320470 São Gabriel da Palha";30;44;24;14;10;-;122
"320480 São José do Calçado";-;-;-;-;-;-;-
"320490 São Mateus";48;16;5;6;-;2;77
"320495 São Roque do Canaã";-;-;-;-;-;-;-
"320500 Serra";108;98;33;26;9;6;280
"320501 Sooretama";-;-;-;-;-;-;-
"320503 Vargem Alta";2;1;-;-;-;-;3
"320506 Venda Nova do Imigrante";12;4;-;-;24;-;40
"320510 Viana";-;-;-;-;-;-;-
"320515 Vila Pavão";-;-;-;-;-;-;-
"320517 Vila Valério";-;-;-;-;-;-;-
"320520 Vila Velha";210;185;46;40;24;6;511
"320530 Vitória";192;244;62;37;14;54;603
"320000 Município ignorado - ES";-;-;-;-;-;-;-
"330010 Angra dos Reis";33;13;18;2;-;3;69
"330015 Aperibé";-;-;-;-;-;-;-
"330020 Araruama";34;6;20;4;-;-;64
"330022 Areal";-;-;-;-;-;-;-
"330023 Armação dos Búzios";-;-;-;-;-;-;-
"330025 Arraial do Cabo";-;-;-;-;-;-;-
"330030 Barra do Piraí";25;15;3;2;-;1;46
"330040 Barra Mansa";24;50;9;5;21;-;109
"330045 Belford Roxo";41;5;71;6;-;2;125
"330050 Bom Jardim";1;3;-;1;-;-;5
"330060 Bom Jesus do Itabapoana";15;21;3;11;-;10;60
"330070 Cabo Frio";110;59;32;17;-;1;219
"330080 Cachoeiras de Macacu";-;-;-;-;-;-;-
"330090 Cambuci";-;2;-;-;-;-;2
"330100 Campos dos Goytacazes";156;229;92;52;7;16;552
"330110 Cantagalo";-;10;2;-;-;-;12
"330093 Carapebus";-;-;-;-;-;-;-
"330115 Cardoso Moreira";-;-;-;-;-;-;-
"330120 Carmo";-;-;2;-;-;-;2
"330130 Casimiro de Abreu";-;-;-;-;-;-;-
"330095 Comendador Levy Gasparian";-;-;-;-;-;-;-
"330140 Conceição de Macabu";-;-;-;-;-;-;-
"330150 Cordeiro";-;-;-;-;-;-;-
"330160 Duas Barras";-;-;-;-;-;-;-
"330170 Duque de Caxias";40;195;21;24;-;16;296
"330180 Engenheiro Paulo de Frontin";-;7;-;-;2;-;9
"330185 Guapimirim";-;-;-;-;60;4;64
"330187 Iguaba Grande";-;-;-;-;-;-;-
"330190 Itaboraí";4;2;-;-;-;1;7
"330200 Itaguaí";-;-;-;-;-;-;-
"330205 Italva";-;-;-;-;-;-;-
"330210 Itaocara";8;14;2;4;-;-;28
"330220 Itaperuna";68;36;7;21;28;-;160
"330225 Itatiaia";-;-;-;-;-;-;-
"330227 Japeri";-;-;-;-;-;-;-
"330230 Laje do Muriaé";-;-;-;-;-;-;-
"330240 Macaé";79;63;28;23;3;15;211
"330245 Macuco";-;-;-;-;-;-;-
"330250 Magé";11;37;2;-;-;-;50
"330260 Mangaratiba";-;-;-;-;-;-;-
"330270 Maricá";-;23;5;5;-;-;33
"330280 Mendes";10;-;-;-;-;-;10
"330285 Mesquita";46;30;-;-;-;-;76
"330290 Miguel Pereira";-;-;-;-;-;-;-
"330300 Miracema";6;18;1;1;-;3;29
"330310 Natividade";-;4;-;-;-;-;4
"330320 Nilópolis";8;10;25;6;-;-;49
"330330 Niterói";198;392;67;30;47;34;768
"330340 Nova Friburgo";99;87;9;7;48;1;251
"330350 Nova Iguaçu";67;63;10;290;-;5;435
"330360 Paracambi";7;4;15;2;-;-;28
"330370 Paraíba do Sul";1;10;-;-;-;-;11
"330380 Paraty";-;-;-;-;-;-;-
"330385 Paty do Alferes";-;-;-;-;-;-;-
"330390 Petrópolis";132;196;24;15;294;2;663
"330395 Pinheiral";-;2;-;-;-;-;2
"330400 Piraí";1;2;2;1;-;-;6
"330410 Porciúncula";-;-;-;-;-;-;-
"330411 Porto Real";-;-;-;-;-;-;-
